"Acho que é o pior vinho que já comprei na Wine. Totalmente medíocre, não vale 10 reais.",Product,,
"Eu adorei! Apesar de não ser a maior fã dos Cabs, achei esse exemplar californiano delicioso! É um vinho mais suave do que eu esperava, bem frutado, levemente adocicado, mas nada que comprometa sua elegância! Harmonizou bem com quiejos e frios!",Product,,
"Um dos piores cabernets que ja tomei. Vinho sem corpo, taninos e bouquet. Não sei se é mas parece vinho feito a base de mosto. A porcentagem alcoólica de 11,5% ja mostra q a colheita e fermentação não foram boas. A acidez eh bem controlada, único ponto positivo. Comprei a 32 reais e achei caro pelo q o vinho oferece.",Product,,
"Muito bom, suave e fácil de beber, até quem não gosta de vinho tende a gostar desse.Algumas avaliações dizem ""doce demais"", kkkkkk, tem nada a ver, quem gosta de vinho um pouco doce, não acredite,não é,só não leva 5 estrelas porque gosto de uma dolcura discreta e esse não tem,no resto é muito equilibrado na acidez e não tem o tal tanino, que para mim é um horror,vai para lista.",Product,,
"Não é possível comentar sobre esse vinho, pois o pagamento foi confirmado dia 11/08 e até hoje (02/09) o produto não chegou. Prazo de entrega de 8 dias úteis. A Wine não faz nada! Absolutamente nada para resolver o problema. Apenas manda e-mails automáticos e cruza os braços, nada de concreto. Usa apenas gerúndios. Lamentável o descaso.",,Store,
"Ótimo vinho, aroma de frutas vermelhas, levemente adocicado, versátil, suave e muito agradável. Comprei para experimentar e foi aprovado por mim e minha esposa. Presença obrigatória na nossa adega agora.",Product,,
"Não gostei. Vinho adocicado, totalmente desinteressante, lembra vinhos argentinos muito baratos. Saudades da Wine de uns dois anos atrás, quando comprávamos bons vinhos com bons preços. Hora de procurar outras opções.",Product,,
"Sou associado há muitos anos e nunca provei um vinho de tão baixa qualidade. Inexpressivo, doce, fraco. Uma completa decepção. Não devia ter levado em conta alguns dos comentários de outros clientes, devemos ter preferencias muito distintas para vinhos. Em fim, não recomendo.",Product,,
"Pouco encorpado, rubi claro, sem madeira, muito adocicado, pobre em tanino. Comprei com a informação de o teor alcoólico seria de 13,00 e veio com 11,50. Pelo custo baixo, não dá para se exigir muita qualidade, mas confesso que esperava mais.",Product,,
"Pela primeira vez registro aqui minha opinião referente a um vinho, depois de alguns anos que estou associado. Devo dizer que esperava mais qualidade. É pouco encorpado, a coloração é de um rubi claro, pouco tânico e o teor alcoólico que ""no pedido constava como 13,00"", veio com 11,50. E achei muito adocicado.Também nada percebi de madeira. É lógico que pelo custo baixo cobrado, não se pode exigir vinho de muita qualidade, mas confesso que não o recomendaria a meus amigos.",Product,,
bom para o dia a dia e quando o dolar estava baixo.,,,
"Bem refrescante e suave, porém sem algo marcante.",Product,,
"Ótimo para o dia a dia dependendo do preço é claro. Há uma previsão de quando estará disponível para compra? Bebo vinho todos os dias, moderadamente. Mas, só eu, consumo 50 garrafas/ano sem contar finais de semana. Às vezes deixo de comprar na Wine porque compro caixas de vinho no atacado por um preço que não posso nem comentar aqui e tudo com nota fiscal tudo dentro da lei. Sugiro descontos progressivos p maiores quantidades, diminuam a % de lucro e não percam vendas nem clientes!",,Store,
Ótimo vinho! Tem previsão de quando estará novamente disponível para compra?,Product,,
"O vinho voltou esse mês mas não deu tempo de comprar. Se não me engano, foi anunciado num domingo e não chegou a terça feira. Ou eram poucas garrafas ou teve uma procura muito grande. Quando teremos outra remessa dele??????",,,
"Impressionante como ainda é um vinho jovem! Tanto o aspecto, quanto os aromas, quanto o paladar (taninos ainda algo adstringentes, bem frutado) não parecem de um vinho que já tem 9 anos. Bom vinho, e deve melhorar ainda por um bom tempo.",Product,,
"Boa relação custo benefício. Paguei R$ 32,30. Não aumentando muito o preço, vale a pena fazer uma reserva - vinho para o dia a dia. Pena que o potencial de guarda é pequeno, só dois anos.Harmoniza bem com carne vermelha, assada, cozida, acebolada. Vinho fácil de beber e sem mistérios para iniciantes. É gostoso mesmo. Não é cerveja mas desce ""redondo""! rsrsrs! Brincadeira! Vinho aprovado, esse eu recomendo! Para ser bom, o vinho não precisa ser caro.Wine?Quando teremos ele de novo na loja?",Product,,
"Vinho muito bom, vale a pena, eu e minha esposa adoramos.",Product,,
"Vinho muito bom, relativamente fácil de beber, pois, no começo fica um pouco alcoólico, mas logo após a garrafa aberta o gosto de frustas vermelhas fica muito bom na boca. Taninos marcantes e na medida certa, e sabor persistente. Bom exemplar de californiano, principalmente quando se leva em consideração o fator custo/benefício. Compraria novamente. Lembrando que as considerações foram feitas para um vinho custa menos de 40 reais.",Product,,
"Eu e meu marido adoramos esse vinho, excelente custo/benefício!! Muito gostoso de beber, desce macio! Harmonizamos com picadinho de filet mignon e legumes e foi perfeito!!Recomendo!",Product,,
"Aroma agradável, paladar leve e ligeiramente adocicado. Realmente tenho que concordar com a maioria dos avaliadores, vinho fácil de beber e agradar.",Product,,
Muito bom! Vale a pena.,,,
"Gostamos do vinho para o dia-a-dia, é leve e nãos e sente a doçura. Mas pagamos 25,19 a garrafa e neste valor tenho outros preferidos. De toda forma, recomendo!",Product,,
"Muito bom este vinho! Saboroso, fácil de beber! melhor custo-benefício do momento!",Product,,
"Gostei desse vinho, fácil de beber!",Product,,
"Excelente Vinho!!!!!! Com essa promoção de R$ 25,00 fica mais gostos!",Product,,
"Aromático, com corpo médio, bastante concentração de fruta, taninos macios e final saboroso, bem adocicado. Bom vinho.",Product,,
"Aroma de maduro, final longo, cabernet clássico, excelente custo benefício.",Product,,
"Excelente vinho, com final levemente adocicado. Para vc que quer agradar uma mulher é uma excelente pedida. Harmonizou bem com macarrão de panela. Não recomendo pra quem gosta de vinho mais fortes. Quando der comprarei outro com certeza.",Product,,
Recomendo este excelente californiano...já comprei 2 garrafas. Fez sucesso com os amigos :D,Product,,
MUITO BOM....VALE A PENA... PREÇO EXCELENTE!!!,,Store,
"Achei meio insosso. Não é ruim, mas nada demais.",Product,,
Muito bom! Excelente relação custo benefício. Quando estará disponível novamente? Abraço.,Product,,
"Gostei do vinho. É diferente e chega a ser levemente doce pra um cabernet sauvignon, característico dessa vinícola (Pinot Noir que eu tomei). A garrafa foi-se rápida. Aroma próprios. Lembra cereja com frutas negras e maduras. Degustei com pizza e casou muito bem. Para o meu paladar ele é bem gostoso. 8,7",Product,,
de todos os vinhos obtidos pela Wine nesses 02 meses (41 - tipos diferentes) esse até agora foi o que mais me agradou para tomar no dia-a-dia. Muito frutado e razoavelmente leve. Excelente experiencia para quem está começando a aguçar o paladar. Quando a Wine voltará a disponibilizar esse vinho e indicará outros vinhos dessa vinícola?,Product,,
"Um merlot bem honesto, leve e acompanha bem uma pizza. Adorei",Product,,
Esse valeu a pena! Clube Wine de parabéns... Recomendo este excelente californiano!!!,Product,,
"Vinho muito bom Frutado, macio e ótimo custo benefício..",Product,,
Excelente vinho,Product,,
"Minha melhor opção nesta faixa de preço... Saboroso, encorpado no ponto ideal e com um final excelente! Quando teremos este produto disponível novamente, Wine?",Product,,
muito bom,,,
Excelente vinho. Uma das raras unanimidades aqui em casa.,Product,,
Muito bom vinho!,Product,,
Fiquei completamente surpresa e apaixonada pelo vinho!,Product,,
"O melhor carbenet do clube One, vale o custo benefício.",Product,,
"excelente carbenet, bem equlibrado",Product,,
vale pelo preço mas não compraria outro.,,,
Muito bom para uma degustação despretensiosa. Pretendo comprar novamente.,Product,,
"Vinho maravilhoso, custo beneficio ótimo, desce totalmente redondo ,fácil de beber ,harmonizou muito bem com batatas recheadas com queijo e bacon e com file ao molho de cogumelos .",Product,,
"Este Vinho é excelente , é uma pena que aqui em santa catarina o novo entregador logistico seja tão ruim ¿ O Antigo entregava em 4 dias uteis e agora já faz 15 dias e nada de recebimento ! Um absurdo !",,Store,
"Bom para momentos descontraídos como vinho de entrada,acompanhando petiscos e aguardando um vinho potente para acompanhar o prato principal.",Product,,
"saboroso e fácil de beber, cheiro agradável de frutas vermelhas, ótimo pro dia a dia, vou comprar mais...",Product,,
"Equilibrado, macio e saboroso, com ótimo custo-benefício.",Product,,
"Amargo demais. Não sei se a garrafa que eu peguei estava mal conservada, mas não consegui terminá-la.",Product,,
"Excelente custo benefício. O vinho é classificado como meio seco, mas não possui aquela característica ""aquosa"" de alguns meio secos brasileiros. Doçura e acidez muito bem equilibradas, taninos macios, mas com aromas típicos de um Cabernet Sauvignon. Vale a pena!",Product,,
"Até agora, o vinho que mais gostei da seleção mensal do clube w! Quando chegará mais?",Product,,
"Wine, quando chega mais desse vinho??????",,,
"Eu daria 2,5 estrelas. Não é um vinho bom, mas também não é péssimo. Não recomendo.",Product,,
Não digo ruimmmm mas me decepcionou... esperava algo diferente.,,,
Vinho macio e de facil degustação.Bom,Product,,
"A cereja, a amora e o café são facilmente perceptíveis. É um bom vinho, mas excessivamente frutado. Enjoativo.",Product,,
"Este vinho me surpreendeu... negativamente! Errei na escolha. Muito leve, sem graça, sem persistência e um pouco doce. Frutas presentes, e até equilibrado em relação ao sabor e acidez, mas muito leve e fraco, sai da boca muito rápido. Não recomendo para quem gosta realmente de um vinho seco, ainda que simples. Me decepcionei. Esperava ao menos gostar dele como um vinho barato, mas os nacionais encontrados no supermercado por R$ 15 são melhores. Por isso, 1 estrela.",Product,,
Um vinho com custo-beneficio maravilhoso. Vinho para comprar aos montes.,Product,,
"Muito bom!!, encorpado, saboroso e muito leve!!especial!!",Product,,
"Uma grata surpresa, pois até então não tínhamos experimentado vinhos norte-americanos, um vinho leve e que foi degustado junto com um churrasco com os amigos. Recomendo... Surpreendeu.",Product,,
"Gostei deste vinho, fácil de beber, consumimos com queijos e frios.",Product,,
Muito bom!,,,
"O Pinot Noir desse Turning Leaf é Excelente o vinho, me surpreendi com sua delicadeza e sabor , seco mais suave e finamente adocicado, perfeito como um beijo de leve mas que promete. Adorei recomendo. e encomendei em quantidade. O Cabernet ainda não apreciei mas deve ser excelente",Product,,
"Me surpreendi com este vinho. Levemente adocicado, porém fácil de beber, um bom pedido para o dia dia atendendo a relação custo x beneficio.",Product,,
"Tão ruim quanto seu irmão, Pinot Noir... Não recomendo!",Product,,
"Vinho bem equilibrado, saboroso e macio, notas de especiarias, fácil de degustar apesar do teor alcoílico,amadeirado bem suave o que permitiu harmonizar com Surubim temperado com especiarias e ao forno, com batatas gratinadas com alho e alecrim e aspargos salteados na manteiga com alho. recomendo. pena que já saiu da promoção.",Product,,
"Muito bom, gostei e recomendo.",,,
Vinho suave e de fácil apreciação. Bom custo x benefício. Garantirei outras garrafas.,Product,,
Achei bastante saboroso e facil de beber. Ótimo para eventos e pequenas reuniões.,Product,,
Cumpre o que promete por um preço justo. É o vinho eleito para o dia-a-dia aqui de casa.,Product,,
"Ótimo custo benefício, um vinho muito bom e saboroso.",Product,,
"Já comprei diversas vezes, e sempre repito. Um dos meus favoritos. Compre sem medo.",Product,,
"Espetacular, muito bom vinho.",Product,,
"Cabernet bem diferente do que estamos acostumados. Corpo leve; frutado; até desce fácil mas o seu adocicado é horrível, lembra adoçante.",Product,,
vinho basicão bem agradável e sem vergonha de ser um CS americano e moderno. Dá pra repeti sem compromisso. O PN da linha é melhor.,Product,,
adorei comprei mais dele,,,
"Esta mostarda é deliciosa, fica ótima com aperitivos como canapés e torradas, acompanhado de um vinho leve. Na Wine está com preço melhor que no supermercado, adorei.",Product,,
"Vinho meio seco, devia ser informado, pessimo",Product,,
Melhor rótulo do Club Wine que recebi desde a minha assinatura,Product,,
"O pessoal está falando em chocolate e baunilha e eles realmente estão lá. Bem saboroso, vale a pena, especialmente pelo preço",Product,,
Melhor vinho do Club Wine que recebi até hoje.,Product,,
Gostei. Notei o aroma de baunilha informado pelo sommelier. É um pouco diferente em relação aos outros cabernets s. que estou acostumado mas a avaliação é positiva.,Product,,
"Excelente, corpo e sabor na medida certa. Fácil de tomar e delicioso. Harmonizado com um arroz de polvo, ficou show!",Product,,
"Agradavel, leve! Muito Bom",Product,,
"Bastante agradável... descontraído... tem uma acidez equilibrada e um leve gustativo de madeira. Não é um vinho ""elegante"" ou ""complexo"", contrariando alguns. Mas para quem procura um vinho aromático e equilibrado...é um ótimo vinho! Comprarei novamente.",Product,,
"Bem leve. Pouco expressivo, mas fácil de beber. Descontraído. Notas de frutas negras",Product,,
Não Gostei ..acido e fraco de aroma e sabor,Product,,
"Vinho tão medíocre quanto o Rosso. Por 62 reais a garrafa, podia-se esperar que a W ine entregasse vinhos que podem ser comprados em torno de 5 ou 6 euros em um supermercado europeu, e há bons vinhos nessa faixa de preço. Em Portugal, pode-se comprar um Paulo Laureano Gran Reserva, um Defesa do Esporão ou, talvez, até um Luís Pato ou Flipa Pato básicos; na Espanha, bons vinhos da Torres; na França, bons vinhos do Vale do Loire ou do Languedoc; na Itália, um Villa Antinori Branco básico.",Product,,
"bem diferente do que foi anunciado, vinho sem personalidade sem graça não vale o que foi pago o clube deveria avaliar melhor",Product,,
"Não curti nada esse vinho, esperava mais. Não foi um vinho muito fácil de se beber, essa breve passagem por barriu de deve ter sido breve mesmo. A acides é muito presente. Mas valeu a experiencia... só não da para repetir a dose.",Product,,
"O vinho é fraco! Existem vinhos de R$20,00 bem melhores!",Product,,
"Fiquei decepcionada. Já havia comprado a safra 2015 esse ano, mas as últimas seis garrafas que recebi estão com a qualidade bem abaixo do normal. Sou fã do Toro Loco, tem ótimo custo-benefício e é bom para todas as horas. Mas vou dar um tempo. Não valeu a pena. :-(",Product,,
"Vinho sem complexidade, fácil de beber e muito gostoso. Ótimo custo benefício.",Product,,
"Vinho fraco, não empolga, só não é pior do que o Pinot Noir (horrível), dos que recebi até agora foi a pior seleção. Sem chance de comprá-los novamente.",Product,,
"Um vinho regular, esperava mais por ser um vinho americano...",Product,,
"Apresenta bom custo beneficio, mas achei com pouco corpo e persistência.",Product,,
"Bom, mas minhas preferências são um sabor gustativo menos adocicado, suave, e sim mais encorpado e seco. Gosto de vinhos com mais ""personalidade"".",Product,,
O que falata nesse vinho é personalidade. Não gostei.,Product,,
"Péssimo, decepcionante mesmo, muito amargor com cheiro horrível, não consegui tomar, dificilmente coloco um vinho fora, mas esse foi pelo ralo, junto com meu dinheiro. Lamentável.",Product,,
"Vinho bem ruinzinho... Não conseguimos tomar uma garrafa. Ainda não abri o outro que veio o acompanhando na seleção, mas pelas avaliações, já vi que deve ser tão ruim quanto. Uma pena!!!",Product,,
"Vinho bem regular. Pra ruim não serve, mas fica bem longe de ser um vinho que empolgue seja em relação ao preço, seja em relação ao sabor.",Product,,
"Bom vinho, especialmente para ocasiões que pedem um vinho ligeiramente mais doce.",Product,,
"Fraco, não gostei nem pro dia a dia.",Product,,
Vinho sem segredos! Satisfação garantida!,Product,,
Vinho leve e fácil de beber. Preço justo também.,Product,,
"Pior vinho que já comprei na Wine e o primeiro californiano que me decepciona, extremamente enjoativo.",Product,,
"Vinho bom para o dia a dia, fácil de beber. Acompanhou um filé em fatias na pedra sabão com legumes no vapor, ficou excelente. Recomendo o vinho e o prato (harmonização perfeita).",Product,,
"Vinho leve e refrescante, bom para o dia a dia, porém nada surprendente.",Product,,
"Um ótimo vinho! Super agradáve, delicado e bem facil de beber! Recomendo muito...",Product,,
Péssimo afinal é demi-sec. Parece suco de uva. Até aqui a 2º pior escolha do Clube Wine só perde para o Pinot Noir da mesma casa,Product,,
"Se meu plano não fosse o anual, teria cancelado o clube pela falta de qualidade deste vinho, parece remédio.",Product,,
"Vinho sem uma boa relação entre gosto e cheiro, fraco, sem expressão.",Product,,
"Razoável apenas, um pouco adocicado.",Product,,
Delicioso!! Super agradável ao paladar. Acompanhou muito bem pizza de defumados. Vou comprar mais!,Product,,
"Apesar do bom bouquet, e ser um vinho ligeiramente leve observei dois aspectos que sao muito importantes ou o mosto foi adocado com acucar de cana de acucar o qual gera alcool etilico ou a sulfitacao desse vinho é muito alta. Minha afirmacao esta embasada em que esses dois componentes sao tipicos de geracao de dor de cabeca, e no meucaso isso é praticamente imediata. Isso pode levar a uma falsa avaliacao, dos vinhos indicados por essa conceituada empresa. Atenciosamente Silvio Gastaldi",,,
"macio, saboroso. não resisti, a garrafa se foi na mesma hora.",Product,,
"É um bom vinho, mas gostei mais do Pinot Noir.",Product,,
"Ótimo custo benefício. Aromas de chocolate e baunilha realmente pronunciados. Taninos suaves, vinho fácil de beber. Só achei um pouco enjoativo bebendo sem acompanhamento mas harmonizando fica ótimo. Comprarei novamente",Product,,
"Equilibrado, fácil de tomar, sem grandes persistências. Facilmente será muito bem aceito em rodas de grandes amigos enquanto rola uma boa conversa.",Product,,
Aqui em casa preferimos o Pinot Noir.,,,
"Um bom vinho!! Um sabor mais forte, do que o Pinot noir, acho que isso é de se esperar, mas, fácil também de tomar, muito agradável!! Recomendo!!!",Product,,
"Vinho medíocre, aguado, pouco mais que um suco de uva. Típico ¿vino de la távola¿. Não deve custar mais do que dois a cinco Euros na Itália. A Wine está brincando com a sorte.Senti-me lesado com esse vinho.",Product,,
"A relação custo-benefício é muito boa. Vinho de corpo leve, mas apresenta sensações de um bom carbenet. Nuances de groselha e cereja. Levemente amadeirado e equilibrado, tanto nos seus taninos presentes, quanto na sua acidez.",Product,,
Surpeende! Leve e muito fácil de tomar.,Product,,
Adorei! Levinho. Vontade de quero mais...,Product,,
"Vinho despretencioso, fácil de beber. Pergunto à Wine se não falta a safra na ficha técnica como nos outros vinhos?",Product,,
"Vinho leve, redondo, macio, e bastante frutado. Corpo bom, não chegando a ser estruturado e marcante, mas é bem equilibrado entre acidez, doçura, refrescância e corpo. Não há notas de madeira como os vinhos mais elaborados, mesmo porque se trata de um vinho jovem. Agrada desde o primeiro gole. Nem precisa decantar ou aerar. Excelente custo-benefício. Vale cada centavo e proporciona um excelente bate-papo com os amigos. Recomendadíssimo!!!!",Product,,
"Muito bom! Aroma delicioso, corpo leve, muito gostoso!",Product,,
Grata surpresa com este vinho americano. Não esperava pelo sabor apresentado. Bom demais para um bom filme ao lado da namorada.,Product,,
"Também gostei do vinho. Bem suave e equilibrado. Lembra um pouco os Malbecs argentinos, pelo aroma de chocolate e baunilha, mas não pelos taninos. Aliás, este vinho tem pouquíssimo tanino. Vou repetir com certeza.",Product,,
"Vinho bem aromático e leve, pro dia a dia é agradável.",Product,,
"Esse cabernet me decepcionou. Tomei o pinot noir e gostei bastante, mesmo sendo um pouco doce para meu paladar. Mas o cabernet, definitivamente não agradou.",Product,,
"Bom, mas nada a mais.",,,
"É um vinho saboroso, porém achei o álcool excessivo.",Product,,
"Agradável. Para beber sem compromisso, descansando após um dia de trabalho. Bastante aromático, frutado e macio. Vai bem com embutidos e queijos. Recomendo.",Product,,
"Fraco, excessivamente frutado, sem corpo, mal forma lágrimas na taça...",Product,,
"Amei o Pinot Noir Turning Leaf, mas esse Cabernet me decepcionou muito. Tomei ontem, e hoje estou com ressaca acreditem se quiserem...",Product,,
Vinho jovem com sabor de cerejas negras se destacando principalmente pimenta preta.,Product,,
"Não sou grande entendedor de vinhos, mas é um vinho agradável, um sabor tanto comum, a ausência de sabor alcoólico é um ponto positivo. Na minha opinião, ótima escolha para ocasiões despretensiosas.",Product,,
"Vinho leve, taninos macios, frutado e com um leve final !!! Muito gostoso!!!",Product,,
"Leve e agradável, me surpreendeu, vou comprar mais algumas garrafas.",Product,,
"Gostei desse vinho, mas esperava bem mais. Senti um pouco do gosto do álcool, o que não me agradou muito. Então não comprarei novamente.",Product,,
Achei bem fraco.. mas confesso q fiquei surpreso com os elogios ganhos aqui no site... entao vou dar outra chance e abrir mais uma garrafa esse fim de semana,Product,,
"É um vinho de baixa qualidade, sem corpo e com aromas muito leves. Não vale o preço, nesta faixa encontra-se melhores opções.",Product,,
"Para que curte um vinho com taninos macios, vai ter uma grande surpresa com este vinho da Turning Leaf Vineyards. Fácil de beber, se servido a temperatura indicada então sem comentários, vou adquirir outra garrafa com certeza!",Product,,
Vou resumir o vinho em uma palavra; HORRÍVEL!!!!,Product,,
Muito ruim. O toro loco é melhor.,Product,,
"Vinho muito leve, agradou muito pretendo comprar mais.",Product,,
Vinho leve e encorpado... Pouco álcool no paladar... Extremamente saboroso e despretensioso!!! Ótimo para um fim de tarde charmoso!!!,Product,,
"Achei um vinho razoável. Leve e frutado, porém não me encantou.",Product,,
"Agradou bastante o paladar, Frutado você consegue diferenciar as frutas com uma delicada doçura.",Product,,
"Extremamente frutado, frutas vermelhas tais como groselha,framboesa, mirtilo e amoras. parece uma sobremesa em garrafa. Agradavel porem de carbenet sauvignon nao tem tipicidade nenhuma,, parece mais um zinfandel.",Product,,
Surpreendente e gostoso demais!,Product,,
Excelente custo benéfico.. Muito bom vinho!!!,Product,,
"Vinho muito leve, nada de complexo como disse o sommelier, taninos macios,fresco. Vinho fácil de beber. Nunca compraria de novo. Mas honesto pelo preço.",Product,,
"Juntamente com o 120 carmeneré, o turning leaf é um dos vinhos mais gostosos da seleção wine one. Gostei muito!",Product,,
"Vinho potente, com sabor equilibrado, com final longo e persistente. Combinou muito bem com frango a parmegiana e provolone a milanesa.",Product,,
"Vinho que me impressionou. Surprendeu-me. Por causa avaliações não esperava tanto. Frutado, leve e macio. Estruturado e com aromas exóticos. Vale muito a pena a experiência!",Product,,
"Macio , frutado , elegante ! Vinho sem a madeira enjoativa ,dos vinhos do novo mundo ! Taninos maduros e otima acidez ! Pra quem procura fruta e não madeira ! Ótimo",Product,,
"Denso, pesado, melhora e estabiliza ao respirar. Muita fruta madura no início, que dissipa à medida que respira e evolui. No nariz está dominado pelo carvalho. Concilia potência e frescor. Taninos, álcool e acidez bem integrados, um bom tinto da Provence. 90/100",Product,,
"Muito fraco, fraquissímo.",,,
"Bom vinho, nada além! O rosé me surpreendeu muito mais! Valeu pela experiencia e o Rose compensa sem duvidas na seleçao",Product,,
Um vinho fraco.,Product,,
"Vinho meio inexpressivo, meio exótico e meio sem graça mesmo. Fácil de esquecer.",Product,,
"Vinho sem graça alguma, forte cheiro de álcool e mais nada no olfato, na boca igual com un retro gosto de vinho barato. Até quando a Wine vai continuar a impor vinhos sem qualidade no Clube Premium, R$130,00 por garrafa. Neste preço, não concordo em ""ter acesso a experiências novas."" como diz a Wine; a este preço quero ter acesso a vinhos bons, de qualidade. Onde já se viu a Provence produzir vinho tinto de qualidade ? Nunca, não é terroir para tintos.",Product,,
